tarih,ürün_kodu,ürün_adi,kategori,fiyat,adet,toplam_satis,musteri_id
07/08/2023,P024,Bilgisayar,Elektronik,857.35,11,9430.85,4945
23/06/2024,P063,Klima,Elektronik,432.16,13,5618.08,9766
13/11/2022,P082,Defter,Kırtasiye,583.12,17,9913.04,1451
15/12/2023,P011,Kalem,Kırtasiye,464.62,10,4646.2,1407
21/07/2024,P024,Bilgisayar,Elektronik,629.45,8,5035.6,7675
01/07/2023,P032,Mouse,Elektronik,1469.13,11,16160.43,9795
12/05/2023,P032,Mouse,Elektronik,407.97,12,4895.64,5875
28/12/2022,P024,Bilgisayar,Elektronik,427.82,17,7272.94,6722
30/05/2023,P037,Fırın,Ev Aletleri,372.36,14,5213.04,3416
10/01/2023,P024,Bilgisayar,Elektronik,582.81,10,7520.75939059395,2128
11/09/2024,P037,Fırın,Ev Aletleri,1177.25,10,11772.5,4202
19/03/2024,P010,Çanta,Giyim,216.63,1,216.63,5039
16/11/2022,P011,Kalem,Kırtasiye,1201.45,3,3604.35,6456
16/06/2024,P010,Çanta,Giyim,665.6,19,12646.4,6923
17/02/2023,P011,Kalem,Kırtasiye,1360.84,11,14969.24,6061
07/10/2024,P011,Kalem,Kırtasiye,1165.1,3,3495.3,4089
04/07/2023,P063,Klima,Elektronik,1441.67,9,12975.03,3523
27/12/2022,P037,Fırın,Ev Aletleri,1458.2,10,14582.0,1068
17/01/2024,P018,Telefon,Elektronik,625.45,1,625.45,2345
15/09/2024,P032,Mouse,Elektronik,393.59,7,2755.13,7639
05/10/2024,P018,Telefon,Elektronik,1441.34,13,18737.42,8291
23/08/2024,P011,Kalem,Kırtasiye,306.44,2,612.88,3582
11/03/2024,P024,Bilgisayar,Elektronik,1069.37,6,7520.75939059395,9424
15/09/2024,P032,Mouse,Elektronik,110.59,13,1437.67,9300
01/03/2024,P032,Mouse,Elektronik,649.94,7,4549.58,6813
13/06/2024,P082,Defter,Kırtasiye,1082.14,16,17314.24,3957
13/06/2024,P010,Çanta,Giyim,155.2,2,310.4,6870
05/06/2023,P063,Klima,Elektronik,749.79,2,1499.58,4015
21/08/2023,P082,Defter,Kırtasiye,1487.42,10,14874.2,3608
20/01/2023,P037,Fırın,Ev Aletleri,374.83,19,7121.77,5456
12/02/2023,P037,Fırın,Ev Aletleri,976.73,11,10744.03,2818
25/05/2024,P097,Su Şişesi,Mutfak Ürünleri,829.94,4,3319.76,7237
15/08/2023,P032,Mouse,Elektronik,77.25,8,618.0,8154
02/03/2023,P010,Çanta,Giyim,60,7,420.0,7355
10/03/2023,P087,Kulaklık,Elektronik,1102.01,18,19836.18,7675
14/02/2024,P037,Fırın,Ev Aletleri,1430.03,5,7150.15,4213
15/03/2023,P032,Mouse,Elektronik,403.24,16,6451.84,8289
18/04/2024,P018,Telefon,Elektronik,849.95,10,8499.5,1745
10/04/2024,P087,Kulaklık,Elektronik,1124.33,16,17989.28,7188
06/04/2023,P011,Kalem,Kırtasiye,1207.52,19,22942.88,2337
29/12/2022,P082,Defter,Kırtasiye,192.86,8,1542.88,1966
21/08/2023,P097,Su Şişesi,Mutfak Ürünleri,1114.03,9,10026.27,7446
10/03/2024,P018,Telefon,Elektronik,1441.16,11,15852.76,5303
14/06/2023,P082,Defter,Kırtasiye,873.74,4,3494.96,3479
31/12/2022,P082,Defter,Kırtasiye,1276.47,11,14041.17,3305
02/04/2023,P063,Klima,Elektronik,1343.71,17,22843.07,4902
28/07/2024,P037,Fırın,Ev Aletleri,434.29,17,7382.93,8340
15/02/2023,P018,Telefon,Elektronik,1378.66,1,1378.66,8927
04/02/2023,P011,Kalem,Kırtasiye,700.6,2,1401.2,2182
28/02/2023,P011,Kalem,Kırtasiye,1087.43,10,10874.3,8070
28/12/2022,P010,Çanta,Giyim,1278.19,15,19172.85,3570
20/06/2023,P018,Telefon,Elektronik,1034.4,9,9309.6,2443
28/04/2023,P018,Telefon,Elektronik,407.4,10,4074.0,6169
24/03/2024,P082,Defter,Kırtasiye,22.79,2,45.58,8586
16/11/2022,P032,Mouse,Elektronik,1236.88,12,14842.56,1348
09/07/2024,P097,Su Şişesi,Mutfak Ürünleri,1494.69,18,26904.42,5205
30/12/2023,P018,Telefon,Elektronik,1398.81,6,8392.86,8206
26/07/2023,P010,Çanta,Giyim,1019.76,11,11217.36,8941
09/10/2023,P082,Defter,Kırtasiye,428.78,16,6860.48,7950
25/01/2023,P063,Klima,Elektronik,397.64,6,2385.84,3084
08/03/2023,P087,Kulaklık,Elektronik,388.16,19,7520.75939059395,4783
13/09/2023,P063,Klima,Elektronik,1028.47,8,8227.76,3977
23/08/2024,P063,Klima,Elektronik,477.4,4,1909.6,4446
20/06/2023,P097,Su Şişesi,Mutfak Ürünleri,1166.88,6,7520.75939059395,2741
10/08/2024,P097,Su Şişesi,Mutfak Ürünleri,140.76,13,1829.88,7497
24/03/2023,P037,Fırın,Ev Aletleri,644.24,11,7086.64,1480
19/11/2023,P032,Mouse,Elektronik,1467.72,3,4403.16,9461
19/05/2023,P087,Kulaklık,Elektronik,638.79,9,5749.11,7656
09/02/2023,P010,Çanta,Giyim,626.09,7,4382.63,1730
17/11/2022,P011,Kalem,Kırtasiye,586.09,2,1172.18,7528
25/07/2023,P032,Mouse,Elektronik,403.13,16,6450.08,9222
04/12/2022,P087,Kulaklık,Elektronik,913.3,18,7520.75939059395,2530
14/05/2023,P063,Klima,Elektronik,543.39,13,7064.07,6771
29/03/2024,P010,Çanta,Giyim,595.21,18,10713.78,5887
16/06/2023,P018,Telefon,Elektronik,1394.51,6,8367.06,5202
27/08/2024,P063,Klima,Elektronik,1067.94,13,13883.22,8421
20/03/2023,P024,Bilgisayar,Elektronik,65.28,4,261.12,1293
24/01/2023,P082,Defter,Kırtasiye,1217.08,6,7302.48,8389
01/07/2024,P082,Defter,Kırtasiye,623.39,9,5610.51,8268
25/11/2023,P087,Kulaklık,Elektronik,802.34,16,12837.44,8542
17/10/2024,P018,Telefon,Elektronik,1145.99,17,19481.83,6772
04/01/2023,P037,Fırın,Ev Aletleri,128.29,12,1539.48,8855
16/06/2024,P024,Bilgisayar,Elektronik,62.32,15,934.8,8057
03/04/2024,P010,Çanta,Giyim,1044.27,6,6265.62,9083
16/07/2023,P082,Defter,Kırtasiye,1081.72,11,11898.92,5583
20/12/2023,P011,Kalem,Kırtasiye,83.46,17,1418.82,5931
23/04/2023,P032,Mouse,Elektronik,967.38,7,6771.66,1013
30/03/2024,P010,Çanta,Giyim,1448.42,3,4345.26,8126
12/01/2023,P082,Defter,Kırtasiye,1254.57,11,13800.27,3645
22/08/2023,P011,Kalem,Kırtasiye,890.2,17,15133.4,5011
10/08/2024,P097,Su Şişesi,Mutfak Ürünleri,1118.31,5,7520.75939059395,6735
05/07/2024,P082,Defter,Kırtasiye,835.08,9,7515.72,2460
30/07/2024,P063,Klima,Elektronik,822.59,2,1645.18,5540
21/02/2023,P011,Kalem,Kırtasiye,784.53,7,5491.71,9413
06/09/2023,P037,Fırın,Ev Aletleri,271.72,10,7520.75939059395,4894
06/02/2024,P010,Çanta,Giyim,570.72,7,3995.04,6581
09/10/2023,P010,Çanta,Giyim,1272.8,9,11455.2,9907
03/02/2024,P082,Defter,Kırtasiye,775.33,9,6977.97,7410
30/03/2023,P024,Bilgisayar,Elektronik,1105.48,10,11054.8,8381
14/11/2022,P024,Bilgisayar,Elektronik,303.19,2,606.38,1131
21/04/2023,P037,Fırın,Ev Aletleri,507.94,18,9142.92,4743
01/11/2023,P087,Kulaklık,Elektronik,289.11,19,5493.09,1924
22/11/2022,P087,Kulaklık,Elektronik,536.43,19,7520.75939059395,1753
28/07/2023,P024,Bilgisayar,Elektronik,255.66,14,3579.24,9958
18/07/2024,P082,Defter,Kırtasiye,1373.41,7,9613.87,5363
04/07/2024,P011,Kalem,Kırtasiye,376.32,5,1881.6,3990
25/05/2023,P087,Kulaklık,Elektronik,203.5,2,407.0,1157
19/04/2024,P018,Telefon,Elektronik,1156.15,15,17342.25,2845
05/10/2023,P037,Fırın,Ev Aletleri,568.18,1,568.18,3887
20/12/2023,P082,Defter,Kırtasiye,1004.84,4,4019.36,4979
03/11/2024,P063,Klima,Elektronik,161.96,14,2267.44,5531
26/11/2023,P082,Defter,Kırtasiye,1047.74,8,8381.92,7684
05/01/2023,P063,Klima,Elektronik,316.01,13,4108.13,4928
31/07/2023,P011,Kalem,Kırtasiye,147.17,13,1913.21,4867
08/09/2024,P097,Su Şişesi,Mutfak Ürünleri,547.69,1,547.69,5897
28/01/2023,P024,Bilgisayar,Elektronik,1325.63,18,7520.75939059395,4921
29/01/2024,P024,Bilgisayar,Elektronik,381.27,16,6100.32,9869
06/07/2024,P011,Kalem,Kırtasiye,1044.96,16,16719.36,8003
13/08/2024,P010,Çanta,Giyim,1380.28,19,26225.32,3158
04/04/2023,P082,Defter,Kırtasiye,491.43,5,2457.15,9271
01/02/2023,P032,Mouse,Elektronik,565.35,10,5653.5,2348
24/02/2024,P037,Fırın,Ev Aletleri,745.34,7,5217.38,8158
28/08/2024,P011,Kalem,Kırtasiye,882.2,12,10586.4,2424
14/08/2024,P032,Mouse,Elektronik,106.02,17,1802.34,6735
08/06/2023,P018,Telefon,Elektronik,722.63,5,3613.15,5129
04/04/2024,P032,Mouse,Elektronik,406.35,15,6095.25,1696
14/07/2024,P037,Fırın,Ev Aletleri,1409.23,4,5636.92,1680
11/04/2023,P087,Kulaklık,Elektronik,608.84,13,7914.92,5931
13/03/2024,P024,Bilgisayar,Elektronik,1302.71,19,24751.49,9342
16/07/2024,P010,Çanta,Giyim,1087.24,4,4348.96,8733
21/11/2022,P063,Klima,Elektronik,944.93,14,13229.02,9274
08/12/2023,P082,Defter,Kırtasiye,1073.03,5,5365.15,2253
22/03/2024,P037,Fırın,Ev Aletleri,612.39,4,2449.56,5944
12/02/2023,P097,Su Şişesi,Mutfak Ürünleri,122.21,13,1588.73,8168
28/02/2023,P097,Su Şişesi,Mutfak Ürünleri,979.88,9,8818.92,2167
04/02/2023,P037,Fırın,Ev Aletleri,984.46,5,4922.3,1828
10/07/2024,P097,Su Şişesi,Mutfak Ürünleri,429.14,12,5149.68,6589
02/08/2023,P024,Bilgisayar,Elektronik,769.7,19,14624.3,1608
06/05/2024,P082,Defter,Kırtasiye,1211.78,11,13329.58,8144
08/09/2023,P032,Mouse,Elektronik,748.18,14,10474.52,6920
22/01/2024,P032,Mouse,Elektronik,24,8,192.0,4131
24/10/2024,P097,Su Şişesi,Mutfak Ürünleri,1167.74,2,2335.48,5643
21/09/2024,P063,Klima,Elektronik,460.53,7,3223.71,3139
20/06/2023,P097,Su Şişesi,Mutfak Ürünleri,815.49,3,7520.75939059395,7232
27/03/2023,P011,Kalem,Kırtasiye,1448.41,1,1448.41,6721
17/07/2023,P087,Kulaklık,Elektronik,17.34,19,329.46,2128
10/03/2024,P063,Klima,Elektronik,1326.33,5,6631.65,2674
09/07/2024,P018,Telefon,Elektronik,853.98,13,11101.74,2033
01/12/2022,P011,Kalem,Kırtasiye,687.14,15,10307.1,9579
05/09/2024,P097,Su Şişesi,Mutfak Ürünleri,764.52,5,3822.6,7757
19/02/2024,P018,Telefon,Elektronik,359.21,2,718.42,8685
15/05/2024,P010,Çanta,Giyim,1399.65,15,20994.75,5861
26/05/2023,P010,Çanta,Giyim,1353.06,14,18942.84,4209
13/09/2023,P010,Çanta,Giyim,1283.96,14,7520.75939059395,5245
14/12/2022,P082,Defter,Kırtasiye,1194.47,19,22694.93,7913
22/02/2023,P010,Çanta,Giyim,1300.41,16,20806.56,6209
22/01/2023,P082,Defter,Kırtasiye,1129.7,18,20334.6,1620
05/03/2024,P018,Telefon,Elektronik,1324.84,17,22522.28,5450
11/08/2024,P011,Kalem,Kırtasiye,115.74,18,2083.32,5602
18/02/2024,P032,Mouse,Elektronik,424.06,18,7633.08,7877
10/03/2024,P024,Bilgisayar,Elektronik,1076.43,14,15070.02,4701
10/09/2024,P010,Çanta,Giyim,866.52,6,5199.12,1465
13/07/2024,P087,Kulaklık,Elektronik,1300.3,1,1300.3,5049
27/12/2022,P032,Mouse,Elektronik,126.49,18,2276.82,7424
11/03/2023,P018,Telefon,Elektronik,481.73,1,481.73,7156
27/05/2024,P082,Defter,Kırtasiye,1180.62,4,4722.48,9565
19/08/2024,P097,Su Şişesi,Mutfak Ürünleri,65.81,14,921.34,3838
24/11/2022,P097,Su Şişesi,Mutfak Ürünleri,496.57,16,7945.12,7443
09/05/2024,P097,Su Şişesi,Mutfak Ürünleri,610.14,11,6711.54,5993
29/09/2023,P024,Bilgisayar,Elektronik,705.74,14,9880.36,1061
31/08/2023,P082,Defter,Kırtasiye,154.54,19,2936.26,6869
17/12/2022,P032,Mouse,Elektronik,1434.78,14,20086.92,6874
27/04/2024,P011,Kalem,Kırtasiye,1448.96,14,20285.44,1184
04/05/2024,P032,Mouse,Elektronik,865.69,5,7520.75939059395,4339
20/02/2024,P097,Su Şişesi,Mutfak Ürünleri,611.27,10,6112.7,3351
17/10/2023,P063,Klima,Elektronik,194.62,18,3503.16,3707
17/02/2024,P063,Klima,Elektronik,1128.28,15,16924.2,9892
03/02/2023,P037,Fırın,Ev Aletleri,12/09/2024 00:00,10,129.0,7228
23/11/2023,P097,Su Şişesi,Mutfak Ürünleri,1191.19,15,7520.75939059395,8919
01/06/2023,P097,Su Şişesi,Mutfak Ürünleri,273.78,9,7520.75939059395,1903
24/06/2024,P037,Fırın,Ev Aletleri,1110.43,17,18877.31,2699
09/04/2024,P032,Mouse,Elektronik,361.6,1,361.6,6223
15/09/2023,P082,Defter,Kırtasiye,1075.07,15,16126.05,9838
26/05/2023,P082,Defter,Kırtasiye,103.87,8,830.96,3152
01/08/2024,P082,Defter,Kırtasiye,952.34,2,1904.68,3139
23/08/2024,P024,Bilgisayar,Elektronik,1357.56,16,21720.96,3142
02/08/2024,P011,Kalem,Kırtasiye,295.8,1,295.8,9731
10/03/2023,P010,Çanta,Giyim,374.32,4,1497.28,7675
19/10/2024,P087,Kulaklık,Elektronik,1300.76,9,11706.84,6108
06/05/2024,P082,Defter,Kırtasiye,1344.76,2,2689.52,7677
13/02/2023,P018,Telefon,Elektronik,212.94,3,7520.75939059395,4673
05/02/2023,P024,Bilgisayar,Elektronik,224.7,6,7520.75939059395,4071
13/01/2023,P010,Çanta,Giyim,292.24,11,7520.75939059395,6914
17/12/2023,P010,Çanta,Giyim,229.58,10,2295.8,4698
16/04/2024,P024,Bilgisayar,Elektronik,825.46,17,14032.82,1150
02/03/2023,P032,Mouse,Elektronik,1413.61,19,26858.59,4882
16/02/2023,P011,Kalem,Kırtasiye,1202.39,13,7520.75939059395,4429
15/09/2023,P082,Defter,Kırtasiye,1407.8,9,12670.2,8678
24/04/2024,P037,Fırın,Ev Aletleri,923.81,11,10161.91,2312
23/11/2022,P010,Çanta,Giyim,70.1,16,1121.6,3042
25/06/2023,P018,Telefon,Elektronik,119.31,14,1670.34,2803
24/05/2024,P032,Mouse,Elektronik,68.92,14,964.88,6165
23/10/2023,P063,Klima,Elektronik,920.06,16,14720.96,5477
18/12/2022,P063,Klima,Elektronik,1345.53,3,4036.59,7225
25/01/2023,P010,Çanta,Giyim,94.72,12,1136.64,8057
01/06/2023,P097,Su Şişesi,Mutfak Ürünleri,330.09,1,330.09,5746
06/04/2023,P082,Defter,Kırtasiye,388.95,1,388.95,3346
12/07/2023,P037,Fırın,Ev Aletleri,231.72,5,1158.6,2414
02/01/2023,P097,Su Şişesi,Mutfak Ürünleri,431,8,3448.0,7799
18/11/2023,P097,Su Şişesi,Mutfak Ürünleri,292.09,11,3212.99,1901
19/10/2023,P037,Fırın,Ev Aletleri,1071.22,18,19281.96,9674
26/04/2024,P063,Klima,Elektronik,1330.73,10,13307.3,4869
16/10/2023,P082,Defter,Kırtasiye,661.64,15,9924.6,8676
24/05/2024,P087,Kulaklık,Elektronik,316.37,6,1898.22,4212
25/03/2024,P037,Fırın,Ev Aletleri,456.42,11,5020.62,7745
21/12/2023,P063,Klima,Elektronik,1357.11,1,1357.11,6006
03/05/2024,P097,Su Şişesi,Mutfak Ürünleri,769.84,11,8468.24,2129
09/03/2023,P011,Kalem,Kırtasiye,535.21,12,6422.52,1731
12/12/2022,P087,Kulaklık,Elektronik,896.26,16,14340.16,9592
13/02/2023,P097,Su Şişesi,Mutfak Ürünleri,893.95,4,3575.8,7062
19/05/2023,P024,Bilgisayar,Elektronik,481.4,15,7221.0,4081
21/07/2023,P011,Kalem,Kırtasiye,253.41,4,1013.64,9301
21/04/2024,P010,Çanta,Giyim,1293.72,18,23286.96,5874
11/08/2024,P024,Bilgisayar,Elektronik,887.76,11,9765.36,7720
03/07/2023,P011,Kalem,Kırtasiye,584.47,7,4091.29,3999
16/09/2024,P037,Fırın,Ev Aletleri,267.07,2,534.14,4018
22/02/2023,P097,Su Şişesi,Mutfak Ürünleri,98.75,17,1678.75,9479
19/06/2024,P082,Defter,Kırtasiye,1489.01,10,14890.1,1006
21/02/2024,P082,Defter,Kırtasiye,746.63,19,14185.97,4468
24/06/2023,P082,Defter,Kırtasiye,1016.84,19,19319.96,2722
10/11/2023,P082,Defter,Kırtasiye,509.81,4,2039.24,6095
27/07/2024,P037,Fırın,Ev Aletleri,679.05,5,3395.25,1553
16/06/2024,P010,Çanta,Giyim,01/08/1936 00:00,7,58.52,4777
16/05/2023,P011,Kalem,Kırtasiye,501.28,18,9023.04,5174
18/03/2023,P010,Çanta,Giyim,943.54,11,10378.94,3742
16/05/2024,P037,Fırın,Ev Aletleri,628.68,1,628.68,9006
18/01/2023,P010,Çanta,Giyim,1266.65,18,22799.7,2131
09/04/2024,P087,Kulaklık,Elektronik,261.53,8,2092.24,7870
16/08/2024,P063,Klima,Elektronik,804.54,6,4827.24,3237
25/06/2024,P010,Çanta,Giyim,49.68,1,49.68,6646
27/03/2024,P032,Mouse,Elektronik,136.86,16,2189.76,1004
11/05/2023,P082,Defter,Kırtasiye,165.8,8,1326.4,8368
20/11/2023,P087,Kulaklık,Elektronik,138.22,14,1935.08,2777
22/04/2023,P024,Bilgisayar,Elektronik,253.51,17,4309.67,7440
22/12/2023,P032,Mouse,Elektronik,1478.19,17,25129.23,7390
10/04/2023,P010,Çanta,Giyim,1132.05,18,20376.9,1078
22/03/2023,P024,Bilgisayar,Elektronik,913.23,3,2739.69,7901
09/08/2023,P032,Mouse,Elektronik,1139.61,12,13675.32,1322
30/06/2024,P063,Klima,Elektronik,467.44,2,934.88,9354
15/04/2024,P087,Kulaklık,Elektronik,1470.25,11,16172.75,2036
24/01/2024,P063,Klima,Elektronik,970.41,10,9704.1,7232
22/04/2024,P082,Defter,Kırtasiye,845.41,15,12681.15,2690
30/11/2022,P032,Mouse,Elektronik,626.64,16,10026.24,6428
12/03/2024,P087,Kulaklık,Elektronik,152.34,2,304.68,4298
11/04/2023,P087,Kulaklık,Elektronik,749.03,8,5992.24,3343
28/02/2024,P024,Bilgisayar,Elektronik,620.93,4,2483.72,8180
07/06/2023,P097,Su Şişesi,Mutfak Ürünleri,135.21,16,2163.36,4414
02/04/2024,P087,Kulaklık,Elektronik,508.62,2,1017.24,5563
03/06/2023,P087,Kulaklık,Elektronik,1084.5,2,2169.0,7255
13/02/2024,P082,Defter,Kırtasiye,904.62,17,15378.54,6987
29/07/2024,P018,Telefon,Elektronik,88.68,9,7520.75939059395,9462
31/12/2022,P011,Kalem,Kırtasiye,21.35,12,7520.75939059395,8262
11/02/2024,P024,Bilgisayar,Elektronik,1324.41,11,14568.51,9481
28/01/2024,P037,Fırın,Ev Aletleri,717.68,14,10047.52,1899
12/04/2023,P011,Kalem,Kırtasiye,509.37,16,8149.92,6026
27/12/2022,P087,Kulaklık,Elektronik,881.48,13,11459.24,7780
03/08/2023,P082,Defter,Kırtasiye,717.68,19,7520.75939059395,8755
17/05/2023,P032,Mouse,Elektronik,657.48,6,3944.88,3069
08/12/2022,P087,Kulaklık,Elektronik,508.52,9,4576.68,1543
10/09/2024,P032,Mouse,Elektronik,1062.21,7,7435.47,1119
10/04/2023,P087,Kulaklık,Elektronik,630.49,11,6935.39,7305
25/01/2023,P087,Kulaklık,Elektronik,1275.12,16,20401.92,9354
28/05/2023,P082,Defter,Kırtasiye,1020.46,13,13265.98,2832
01/04/2023,P097,Su Şişesi,Mutfak Ürünleri,1062.23,7,7520.75939059395,9575
12/09/2024,P097,Su Şişesi,Mutfak Ürünleri,457.71,16,7323.36,1071
05/07/2024,P011,Kalem,Kırtasiye,1401.07,5,7520.75939059395,2766
10/02/2024,P032,Mouse,Elektronik,403.75,13,5248.75,3749
12/12/2023,P011,Kalem,Kırtasiye,812.91,16,13006.56,6451
07/08/2024,P011,Kalem,Kırtasiye,1131.64,3,3394.92,7104
04/12/2022,P087,Kulaklık,Elektronik,1301.73,9,11715.57,8679
26/07/2023,P087,Kulaklık,Elektronik,358.81,3,1076.43,3934
13/09/2023,P082,Defter,Kırtasiye,667.51,9,6007.59,5131
19/03/2024,P032,Mouse,Elektronik,270.5,13,3516.5,6255
22/03/2023,P011,Kalem,Kırtasiye,514.51,5,2572.55,7110
21/09/2023,P087,Kulaklık,Elektronik,954.56,3,2863.68,7960
15/12/2023,P010,Çanta,Giyim,1015.67,8,8125.36,7082
28/03/2023,P011,Kalem,Kırtasiye,351.07,6,2106.42,6512
30/01/2024,P010,Çanta,Giyim,1427.63,7,9993.41,8631
04/11/2023,P097,Su Şişesi,Mutfak Ürünleri,957.34,10,9573.4,1127
01/05/2024,P032,Mouse,Elektronik,756.57,6,4539.42,2372
12/10/2024,P032,Mouse,Elektronik,1313.61,12,15763.32,1606
10/11/2023,P037,Fırın,Ev Aletleri,1320.77,14,18490.78,5348
21/09/2024,P018,Telefon,Elektronik,1425.38,16,22806.08,6892
29/12/2022,P032,Mouse,Elektronik,1196.22,14,16747.08,2041
09/04/2023,P097,Su Şişesi,Mutfak Ürünleri,1164.88,17,7520.75939059395,9305
20/08/2023,P024,Bilgisayar,Elektronik,131.92,7,923.44,8490
17/11/2023,P010,Çanta,Giyim,810.74,7,5675.18,6928
21/06/2024,P097,Su Şişesi,Mutfak Ürünleri,223.16,6,1338.96,1602
25/05/2024,P082,Defter,Kırtasiye,778.84,7,5451.88,5017
17/01/2024,P018,Telefon,Elektronik,450.03,1,450.03,7441
27/06/2024,P018,Telefon,Elektronik,501.96,6,3011.76,8924
03/01/2024,P018,Telefon,Elektronik,558.27,5,2791.35,2887
12/03/2023,P087,Kulaklık,Elektronik,924.56,8,7396.48,6420
24/04/2023,P024,Bilgisayar,Elektronik,1082.99,6,7520.75939059395,2443
10/01/2023,P097,Su Şişesi,Mutfak Ürünleri,200.05,1,200.05,7933
25/06/2024,P024,Bilgisayar,Elektronik,255.9,2,511.8,2394
06/12/2023,P037,Fırın,Ev Aletleri,376.81,8,3014.48,9870
09/06/2024,P010,Çanta,Giyim,505.99,2,1011.98,2963
09/12/2022,P063,Klima,Elektronik,717.13,7,5019.91,2318
27/05/2024,P024,Bilgisayar,Elektronik,509.74,1,509.74,1901
06/04/2023,P024,Bilgisayar,Elektronik,814.86,18,14667.48,6588
02/12/2023,P082,Defter,Kırtasiye,193.83,5,969.15,6431
04/10/2023,P087,Kulaklık,Elektronik,1287.4,9,11586.6,8522
23/09/2023,P097,Su Şişesi,Mutfak Ürünleri,1460.39,13,18985.07,4866
19/06/2024,P010,Çanta,Giyim,1096.7,12,13160.4,2273
17/03/2023,P011,Kalem,Kırtasiye,1463.57,16,23417.12,1168
30/09/2023,P024,Bilgisayar,Elektronik,1035.43,8,8283.44,4362
14/09/2024,P011,Kalem,Kırtasiye,1043.4,4,4173.6,6831
10/10/2023,P082,Defter,Kırtasiye,1384.17,6,8305.02,9258
18/07/2023,P097,Su Şişesi,Mutfak Ürünleri,937.94,5,7520.75939059395,9541
08/03/2023,P010,Çanta,Giyim,1489.83,13,19367.79,9081
16/01/2024,P037,Fırın,Ev Aletleri,214.55,19,4076.45,2814
25/05/2024,P018,Telefon,Elektronik,1125.75,12,13509.0,7920
01/04/2023,P037,Fırın,Ev Aletleri,108.42,7,758.94,8440
10/02/2023,P087,Kulaklık,Elektronik,46.7,16,747.2,6550
11/06/2023,P011,Kalem,Kırtasiye,892.19,8,7137.52,9149
22/05/2024,P010,Çanta,Giyim,871.39,12,10456.68,3175
08/12/2022,P087,Kulaklık,Elektronik,610.15,5,3050.75,1908
24/11/2023,P010,Çanta,Giyim,1061.35,10,10613.5,6873
24/01/2024,P087,Kulaklık,Elektronik,627,19,11913.0,3175
20/04/2024,P010,Çanta,Giyim,363.26,2,726.52,6143
27/10/2024,P087,Kulaklık,Elektronik,410.06,1,410.06,1325
17/12/2023,P087,Kulaklık,Elektronik,123.98,5,619.9,5911
05/08/2024,P032,Mouse,Elektronik,285.85,9,2572.65,5916
27/10/2024,P024,Bilgisayar,Elektronik,1369.56,8,10956.48,9686
09/02/2024,P082,Defter,Kırtasiye,178.71,6,1072.26,1981
03/03/2024,P032,Mouse,Elektronik,1319.57,17,22432.69,2132
14/04/2023,P063,Klima,Elektronik,1387.06,19,26354.14,2206
28/10/2024,P087,Kulaklık,Elektronik,986.74,12,11840.88,8102
11/03/2024,P097,Su Şişesi,Mutfak Ürünleri,860.6,10,8606.0,6908
21/01/2024,P010,Çanta,Giyim,1197.65,3,7520.75939059395,6083
13/05/2024,P082,Defter,Kırtasiye,1210.02,3,3630.06,4434
29/06/2024,P024,Bilgisayar,Elektronik,501.72,8,4013.76,7435
04/09/2023,P024,Bilgisayar,Elektronik,744.52,4,2978.08,4074
19/11/2023,P087,Kulaklık,Elektronik,1228.92,15,7520.75939059395,7026
16/04/2024,P032,Mouse,Elektronik,01/05/1941 00:00,11,7520.75939059395,1934
05/11/2024,P097,Su Şişesi,Mutfak Ürünleri,1182.1,9,10638.9,6108
12/04/2023,P063,Klima,Elektronik,157.4,14,2203.6,7529
26/07/2023,P010,Çanta,Giyim,45.15,13,7520.75939059395,3244
22/04/2024,P082,Defter,Kırtasiye,978.09,18,17605.62,6274
10/10/2024,P097,Su Şişesi,Mutfak Ürünleri,141.81,17,2410.77,5485
21/01/2023,P063,Klima,Elektronik,37.32,16,597.12,5237
07/02/2023,P010,Çanta,Giyim,572.64,1,572.64,4591
22/02/2023,P097,Su Şişesi,Mutfak Ürünleri,1490.5,9,13414.5,2161
23/10/2023,P063,Klima,Elektronik,676.57,2,1353.14,6706
05/03/2024,P087,Kulaklık,Elektronik,1474.47,14,20642.58,5125
19/07/2023,P011,Kalem,Kırtasiye,748.86,10,7488.6,7309
28/02/2023,P037,Fırın,Ev Aletleri,39.02,4,156.08,6828
26/06/2023,P032,Mouse,Elektronik,71.86,13,934.18,9769
03/02/2024,P010,Çanta,Giyim,1162.25,9,10460.25,7189
17/03/2024,P018,Telefon,Elektronik,1035.87,1,1035.87,5452
10/08/2023,P011,Kalem,Kırtasiye,1204.65,5,6023.25,3061
20/07/2024,P082,Defter,Kırtasiye,1455.74,18,26203.32,3594
03/11/2024,P037,Fırın,Ev Aletleri,833.14,7,5831.98,3164
25/05/2024,P037,Fırın,Ev Aletleri,1190.67,14,16669.38,9426
06/02/2023,P063,Klima,Elektronik,1382.93,10,13829.3,3930
07/08/2024,P010,Çanta,Giyim,255,15,3825.0,6215
18/05/2023,P037,Fırın,Ev Aletleri,674.06,6,4044.36,9348
09/03/2023,P063,Klima,Elektronik,231.64,1,231.64,1856
24/01/2023,P063,Klima,Elektronik,355.55,2,711.1,8736
20/11/2022,P010,Çanta,Giyim,1473.21,1,1473.21,3726
04/05/2023,P097,Su Şişesi,Mutfak Ürünleri,1396.91,5,6984.55,7610
24/08/2023,P082,Defter,Kırtasiye,1414.79,6,8488.74,2165
